Time,ID,LOGCAP,LOGLAB_01,LOGPROD
1977,3361,7.691565494,2.213800131,3.080045675
1978,3361,7.747121769,2.296356588,3.132863646
1979,3361,7.830981902,2.357035683,3.20772246
1980,3361,7.858254182,2.243312198,3.117373221
1981,3361,7.885366861,2.228731444,3.094715061
1982,3361,7.893012215,2.087127956,2.938070468
1983,3361,7.893758623,2.099108552,3.01526121
1984,3361,7.898893709,2.293229273,3.185491427
1985,3361,7.921354193,2.273158057,3.105586277
1986,3361,7.935623163,2.228835865,3.078822834
1987,3361,7.938766584,2.238899541,3.137101619
1988,3361,7.953564362,2.240676571,3.188305638
1989,3361,7.973878811,2.211064347,3.157757935
1990,3361,7.972845254,2.145561283,3.029464922
1991,3361,7.966725432,2.048284546,2.971934056
1992,3361,7.971845134,2.081366427,3.122919472
1993,3361,7.986232885,2.146511585,3.160633595
1994,3361,8.040736788,2.261125428,3.364526636
1958,3362,6.091988385,0.638177156,1.369415333
1959,3362,6.120077615,0.785925541,1.54093197
1960,3362,6.128396402,0.778298028,1.569232982
1961,3362,6.101887228,0.806661703,1.643321165
1962,3362,6.100318952,0.884422795,1.666457526
1963,3362,6.102558595,0.786517374,1.581100328
1964,3362,6.127960292,0.842875361,1.660301679
1965,3362,6.17336935,0.888142856,1.753493463
1966,3362,6.181051315,0.98352551,1.928580063
1967,3362,6.201928045,1.009618637,1.94280617
1968,3362,6.23754307,0.902738132,1.832337045
1969,3362,6.28133173,0.922763576,1.830751781
1970,3362,6.288230238,0.990831641,1.887708173
1971,3362,6.332568896,0.911624599,1.726745319
1972,3362,6.336117516,0.853508781,1.753678574
1973,3362,6.359573869,0.87488117,1.816075765
1974,3362,6.42745886,0.801992434,1.785311462
1975,3362,6.414769573,0.626079551,1.62792983
1976,3362,6.392754284,0.640821969,1.657941224
1977,3362,6.419017252,0.609059268,1.584485008
1978,3362,6.436631022,0.628406862,1.571627835
1979,3362,6.451733447,0.793356939,1.795942427
1980,3362,6.502790046,0.683687622,1.790502281
1981,3362,6.507874549,0.590357193,1.6404894
1982,3362,6.491178666,0.483337731,1.4976262
1983,3362,6.473582007,0.458398373,1.502112136
1984,3362,6.476510718,0.544905939,1.576008602
1985,3362,6.481423978,0.537472285,1.498973891
1986,3362,6.456612657,0.515010217,1.472177096
1987,3362,6.429880755,0.279145741,1.310762299
1988,3362,6.387720716,0.296616752,1.34762437
1989,3362,6.381477551,0.366053983,1.347851759
1990,3362,6.373490423,0.237931351,1.240432196
1991,3362,6.352629396,0.164867707,1.22305533
1992,3362,6.332391134,0.20956425,1.318849968
1993,3362,6.305179797,0.200119253,1.351981057
1994,3362,6.256517502,0.15626674,1.263366291
1958,3369,6.060524083,0.865855863,1.579160501
1959,3369,6.089271607,0.973885454,1.681650835
1960,3369,6.115008733,0.880443107,1.658304341
1961,3369,6.111023782,0.744589274,1.485822642
1962,3369,6.11146734,0.861629786,1.631043989
1963,3369,6.116774738,0.972416752,1.737528574
1964,3369,6.151242223,0.992724959,1.824240951
1965,3369,6.224162311,1.050124729,1.850855978
1966,3369,6.248236279,1.310462514,2.164094906
1967,3369,6.318066807,1.395460474,2.299789708
1968,3369,6.374854448,1.359496534,2.333484255
1969,3369,6.437591637,1.37799381,2.304578646
1970,3369,6.499185356,1.175792592,1.996740195
1971,3369,6.474353552,0.984491469,1.787263564
1972,3369,6.471573198,1.156647112,2.035433448
1973,3369,6.486160789,1.192897322,2.11449607
1974,3369,6.540019388,1.07025642,2.056517517
1975,3369,6.515897174,0.826373351,1.796972335
1976,3369,6.485703367,0.916842102,1.92604077
1977,3369,6.520768392,0.915081959,1.964662509
1978,3369,6.549221466,0.985510898,2.027706416
1979,3369,6.575772948,1.022793609,2.087743653
1980,3369,6.600822427,0.944413885,1.940657827
1981,3369,6.605297921,0.894613758,1.924487337
1982,3369,6.610965188,0.749858853,1.723123616
1983,3369,6.601637644,0.775037457,1.854262185
1984,3369,6.622204268,0.790958858,1.934187019
1985,3369,6.632001777,0.797088905,1.924995903
1986,3369,6.628570337,0.871069587,1.914448585
1987,3369,6.625259733,0.842428883,1.973942127
1988,3369,6.621405652,0.84994807,1.996451151
1989,3369,6.627776791,0.91900308,2.055057447
1990,3369,6.624994411,0.924342111,2.036966993
1991,3369,6.616868076,0.840249801,1.939235433
1992,3369,6.616199045,0.742204979,1.861904184
1993,3369,6.616600517,0.737595354,1.890337148
1994,3369,6.632528648,0.905189208,1.963455968
1958,3398,6.538718527,-0.197197124,0.752587507
1959,3398,6.518557143,-0.136848196,0.839397398
1960,3398,6.497679558,-0.103288906,0.868781167
1961,3398,6.481730257,-0.061426927,0.967404364
1962,3398,6.470335,0.065361016,1.162907774
1963,3398,6.472346295,0.364791745,1.443695079
1964,3398,6.480964384,0.42878951,1.560750047
1965,3398,6.496624149,0.522801512,1.634226276
1966,3398,6.53306183,0.600928593,1.697219348
1967,3398,6.588238483,0.916883614,2.006848536
1968,3398,6.613115726,0.905127619,2.067681592
1969,3398,6.6807292,0.934979164,2.026576471
1970,3398,6.775822608,0.816997256,1.878775918
1971,3398,6.85971983,0.821916675,1.888744222
1972,3398,6.893656355,0.955123974,2.024546373
1973,3398,6.906354298,0.990201546,2.06976564
1974,3398,6.910351905,0.943445831,2.114653544
1975,3398,6.905653071,0.856450806,1.984528667
1976,3398,6.907555259,0.821531922,1.992464872
1977,3398,6.914631583,0.93557448,2.08493901
1978,3398,6.945628931,1.066246367,2.295708709
1979,3398,6.987490247,1.04287885,2.250299394
1980,3398,6.981748959,1.022216767,2.398060428
1981,3398,6.998235632,0.962894632,2.383952788
1982,3398,6.990992878,0.93051974,2.08115605
1983,3398,6.970917854,0.863388534,2.053055217
1984,3398,6.992555881,1.010254544,2.299893415
1985,3398,7.015443084,1.004164781,2.324711509
1986,3398,7.053585727,1.03526814,2.30523004
1987,3398,7.08815833,0.971536206,2.317867717
1988,3398,7.092989257,1.071188199,2.395987778
1989,3398,7.120848494,1.171225473,2.418735612
1990,3398,7.145038394,1.157467693,2.43554847
1991,3398,7.150779886,1.122127158,2.335408614
1992,3398,7.157813363,1.002680727,2.311105671
1993,3398,7.167886282,1.076881324,2.361290127
1994,3398,7.204818213,1.083143946,2.537500768
1958,3399,5.847016643,-0.826898083,0.121653511
1959,3399,5.827179353,-0.774645281,0.207145048
1960,3399,5.807842145,-0.736267565,0.235395721
1961,3399,5.792708684,-0.697415694,0.334185885
1962,3399,5.782285536,-0.562848362,0.531763921
1963,3399,5.786590586,-0.267042251,0.810797778
1964,3399,5.797879798,-0.20551717,0.929171175
1965,3399,5.816515745,-0.112113256,1.002190362
1966,3399,5.856217398,-0.033129671,1.065482617
1967,3399,5.914583503,0.284578093,1.373887989
1968,3399,5.942536873,0.272183801,1.435334611
1969,3399,6.012491914,0.301807128,1.394162879
1970,3399,6.11146734,0.183364203,1.245773443
1971,3399,6.198885138,0.190510811,1.25565611
1972,3399,6.236173876,0.211966373,1.391985936
1973,3399,6.315538817,0.516417194,1.63772678
1974,3399,6.397096308,0.451943165,1.656589597
1975,3399,6.474662004,0.287740288,1.45198062
1976,3399,6.527665477,0.460238032,1.710351993
1977,3399,6.573959458,0.335953357,1.631085329
1978,3399,6.598100226,0.484645516,1.777782977
1979,3399,6.65415252,0.371983558,1.859664326
1980,3399,6.658652689,0.363688428,1.735224131
1981,3399,6.685111603,0.421045063,1.735646116
1982,3399,6.693447576,0.171540496,1.300266765
1983,3399,6.69937718,0.307211009,1.57209106
1984,3399,6.728628613,0.403789175,1.973129993
1985,3399,6.749111186,0.415992388,1.864544024
1986,3399,6.762382626,0.641981679,2.03314223
1987,3399,6.793241892,0.592774206,1.98540555
1988,3399,6.864847778,0.581779478,2.094230129
1989,3399,6.910850484,0.529025007,2.015631487
1990,3399,6.93439721,0.512452998,2.067029724
1991,3399,6.959493474,0.344985811,1.82131241
1992,3399,6.985641818,0.467704643,1.996058742
1993,3399,7.001336693,0.495536356,2.065407767
1994,3399,7.033153688,0.638206452,2.327509769
1958,3315,6.634896135,1.033489893,1.950800513
1959,3315,6.619005971,1.161325526,2.117434419
1960,3315,6.647947743,1.111094634,2.033122617
1961,3315,6.631870016,1.104706562,2.034875347
1962,3315,6.631870016,1.128197131,2.036509098
1963,3315,6.65890923,1.1863342,2.143982313
1964,3315,6.689101633,1.243081074,2.243021835
1965,3315,6.723592027,1.353943032,2.383381906
1966,3315,6.765846033,1.416678096,2.415328376
1967,3315,6.810362933,1.445991283,2.473538161
1968,3315,6.946687489,1.475257324,2.604436777
1969,3315,7.020101339,1.508686308,2.645729675
1970,3315,7.053326402,1.51543701,2.471850372
1971,3315,7.076991596,1.462299323,2.48338504
1972,3315,7.096886928,1.594803087,2.655084914
1973,3315,7.112490431,1.730258499,2.813477411
1974,3315,7.163791874,1.728675323,2.973349814
1975,3315,7.202810106,1.540503257,2.651907137
1976,3315,7.234754214,1.650224595,2.788193015
1977,3315,7.25332883,1.659021964,2.768182988
1978,3315,7.29451316,1.725874003,2.843496653
1979,3315,7.327780538,1.741765676,2.89447257
1980,3315,7.360676328,1.646510849,2.771331534
1981,3315,7.376320374,1.651043588,2.758524412
1982,3315,7.371552186,1.245188933,2.396537133
1983,3315,7.356471429,1.274065689,2.403086775
1984,3315,7.347428558,1.313823976,2.508117866
1985,3315,7.359976738,1.23154155,2.352433241
1986,3315,7.336871807,1.239357869,2.339758001
1987,3315,7.326465614,1.404870747,2.655282136
1988,3315,7.330405212,1.503030858,2.79786412
1989,3315,7.397132522,1.499995171,2.733117034
1990,3315,7.451880273,1.485126094,2.737685996
1991,3315,7.449207096,1.402742063,2.626204554
1992,3315,7.451183611,1.414837578,2.680156608
1993,3315,7.448217372,1.465058202,2.824259272
1994,3315,7.469255005,1.445763984,2.951278405
1958,3316,7.46370722,0.526059858,1.623965682
1959,3316,7.443839209,0.731140058,1.913725362
1960,3316,7.439911773,0.776691602,1.802514201
1961,3316,7.390675133,0.702671989,1.698583844
1962,3316,7.359913115,0.808362757,1.890631474
1963,3316,7.34993797,0.880290274,2.022238877
1964,3316,7.351286588,0.969047841,2.00208422
1965,3316,7.332107563,1.106712203,2.23228604
1966,3316,7.338823154,1.145273086,2.274687611
1967,3316,7.348394462,1.208248932,2.113820656
1968,3316,7.532409463,1.260010983,2.254037289
1969,3316,7.540621529,1.291433333,2.29130349
1970,3316,7.537696384,1.102318053,2.302026458
1971,3316,7.539186618,1.016269844,1.940075962
1972,3316,7.524129401,1.375486937,2.509806499
1973,3316,7.513818353,1.456123098,2.623369385
1974,3316,7.521967471,1.494664668,1.821247651
1975,3316,7.552079795,1.044926228,2.074156048
1976,3316,7.554072872,1.216729445,2.442196897
1977,3316,7.544543726,1.414664492,2.623149713
1978,3316,7.538867469,1.485102485,2.777470548
1979,3316,7.53790941,1.496527591,2.790507613
1980,3316,7.529997046,1.336570306,2.334403156
1981,3316,7.52811669,1.348215174,2.346335925
1982,3316,7.510156846,1.056171602,1.987495349
1983,3316,7.480710274,1.123008309,2.418051665
1984,3316,7.446001498,1.131502419,2.682227192
1985,3316,7.43106268,1.01414184,2.38417255
1986,3316,7.39055173,1.026819972,2.435095244
1987,3316,7.505217209,1.307792133,2.783343185
1988,3316,7.532944766,1.338789275,2.987701418
1989,3316,7.533051793,1.258549632,2.818739483
1990,3316,7.545706824,1.222111872,2.676306767
1991,3316,7.530211719,1.143585414,2.627268151
1992,3316,7.522886863,1.17425368,2.678997927
1993,3316,7.53203458,1.261354727,2.811647647
1994,3316,7.559090392,1.256260244,2.849651063
1958,3317,6.854459982,1.314131936,2.320992254
1959,3317,6.839155187,1.423433632,2.564130994
1960,3317,6.884281923,1.388656626,2.421509073
1961,3317,6.890812558,1.357420037,2.306270971
1962,3317,6.925889849,1.377055763,2.361857322
1963,3317,6.972606251,1.344156225,2.298245917
1964,3317,7.016968364,1.394900591,2.276664682
1965,3317,7.066210965,1.439479016,2.516988529
1966,3317,7.101593596,1.521730872,2.581030107
1967,3317,7.137357925,1.564740036,2.540003636
1968,3317,7.183111702,1.554988554,2.514804167
1969,3317,7.22417057,1.589302903,2.487881764
1970,3317,7.245655068,1.377286672,2.417908353
1971,3317,7.252337399,1.307854136,2.382821373
1972,3317,7.238209443,1.488947644,2.512774741
1973,3317,7.242797923,1.633679102,2.686965251
1974,3317,7.275033806,1.680542838,3.046211748
1975,3317,7.297158754,1.567947125,2.86303399
1976,3317,7.311351976,1.425759748,2.573952392
1977,3317,7.329421766,1.739947295,2.834619588
1978,3317,7.402573465,1.822719422,2.905079715
1979,3317,7.423926589,1.83200199,3.023898363
1980,3317,7.462272376,1.736422453,2.919801419
1981,3317,7.496818906,1.819106652,3.198773615
1982,3317,7.510211594,1.684997393,2.653071963
1983,3317,7.527740194,1.4268652,2.380731994
1984,3317,7.545284036,1.39910687,2.549088391
1985,3317,7.535937181,1.32391487,2.442677577
1986,3317,7.491645474,1.214292386,2.413943941
1987,3317,7.466227556,1.304541859,2.599499417
1988,3317,7.444716376,1.399294573,2.918635424
1989,3317,7.461238012,1.343729042,2.797727474
1990,3317,7.453735669,1.39598971,2.728534348
1991,3317,7.468227843,1.401038485,2.594082219
1992,3317,7.463879263,1.456439076,2.672776072
1993,3317,7.456916609,1.520298338,2.715995333
1994,3317,7.466570747,1.539273048,2.814344323
1958,3321,7.968907969,2.709298193,3.36968738
1959,3321,7.987150769,2.924755552,3.571056444
1960,3321,8.012945883,2.868118904,3.521981827
1961,3321,8.051404666,2.812677613,3.464068171
1962,3321,8.083236012,2.919220495,3.602841592
1963,3321,8.121599203,3.001001263,3.674068979
1964,3321,8.17004416,3.117755441,3.806480444
1965,3321,8.277615334,3.211188341,3.929400141
1966,3321,8.404226041,3.237498359,3.95549001
1967,3321,8.510531049,3.178287895,3.860286257
1968,3321,8.589141691,3.225688598,3.930951491
1969,3321,8.63161057,3.295041482,4.008918534
1970,3321,8.694853903,3.195079181,3.864043461
1971,3321,8.746795838,3.19544432,3.901157923
1972,3321,8.793703087,3.306856534,4.007832239
1973,3321,8.83251475,3.460711172,4.150808463
1974,3321,8.908221252,3.42028208,4.163277505
1975,3321,8.985432766,3.269494508,4.096209929
1976,3321,9.046632501,3.337145061,4.168233376
1977,3321,9.086012214,3.379302224,4.250608364
1978,3321,9.14361279,3.483198387,4.303740043
1979,3321,9.202227552,3.443434584,4.247164187
1980,3321,9.245504793,3.217264592,4.047735811
1981,3321,9.280034331,3.200295222,3.947669658
1982,3321,9.286634524,2.840711806,3.65732192
1983,3321,9.265737235,2.875214776,3.664630499
1984,3321,9.24838732,3.025816369,3.873911744
1985,3321,9.234115491,2.93609412,3.737650407
1986,3321,9.22177475,2.852368277,3.658897209
1987,3321,9.212258531,2.877061344,3.699918301
1988,3321,9.201037232,2.970492675,3.767439443
1989,3321,9.19282792,2.887483996,3.671297136
1990,3321,9.176349161,2.81985996,3.607101869
1991,3321,9.154743092,2.697585808,3.45920893
1992,3321,9.13372927,2.770554251,3.599649896
1993,3321,9.116908427,2.823279697,3.711150586
1994,3321,9.101139157,2.899044382,3.786496771
1958,3324,5.967171855,0.287974727,1.008956706
1959,3324,5.985446475,0.491218311,1.239231572
1960,3324,6.014692673,0.425970419,1.117975395
1961,3324,6.025141073,0.341584192,1.039633343
1962,3324,6.038109555,0.47189052,1.191285927
1963,3324,6.051853847,0.634157205,1.371911693
1964,3324,6.081305251,0.779385408,1.477095334
1965,3324,6.16898292,0.855397775,1.5738801
1966,3324,6.210600077,0.934913266,1.686705233
1967,3324,6.233822317,0.842870254,1.578797775
1968,3324,6.26435019,0.773980018,1.521409219
1969,3324,6.261491684,0.843744553,1.648340089
1970,3324,6.315177153,0.691519598,1.458106078
1971,3324,6.312641839,0.58753705,1.379455287
1972,3324,6.311553304,0.433925792,1.454249144
1973,3324,6.326864781,0.495539609,1.500340828
1974,3324,6.355760378,0.715757756,1.777465488
1975,3324,6.358881588,0.433550636,1.537175466
1976,3324,6.409681339,0.378264449,1.527897801
1977,3324,6.407869595,0.392221939,1.527783775
1978,3324,6.401253627,0.563696652,1.655263422
1979,3324,6.391079242,0.806699365,1.935340019
1980,3324,6.410668181,0.829666955,2.018399661
1981,3324,6.437271535,0.759265042,1.989660981
1982,3324,6.406549899,0.836685847,2.007194159
1983,3324,6.41460584,0.765652612,1.892329065
1984,3324,6.413786772,0.938121686,2.067149265
1985,3324,6.418364936,1.048297909,2.128914056
1986,3324,6.462405237,1.045457456,2.209467781
1987,3324,6.47589486,1.165024054,2.291321901
1988,3324,6.517228043,1.169566143,2.208579309
1989,3324,6.542616042,1.161941972,2.18311511
1990,3324,6.561878962,1.140990048,2.226338013
1991,3324,6.571163035,1.117892853,2.208932934
1992,3324,6.584238754,1.212409633,2.286090587
1993,3324,6.586309576,1.073221925,2.216416754
1994,3324,6.597554895,0.953356707,2.181482674
1958,3325,7.35953129,1.679631031,2.399815796
1959,3325,7.377946391,1.882381495,2.631156867
1960,3325,7.407439062,1.816820597,2.508830768
1961,3325,7.418060768,1.733391584,2.43141385
1962,3325,7.430469947,1.863489933,2.582232661
1963,3325,7.444365602,2.024468532,2.763325519
1964,3325,7.473977766,2.170242515,2.868309289
1965,3325,7.56112159,2.247569422,2.965232641
1966,3325,7.603149932,2.325866744,3.078416487
1967,3325,7.625936477,2.23477797,2.970471045
1968,3325,7.656573657,2.165024982,2.91284498
1969,3325,7.653826923,2.235766134,3.039624683
1970,3325,7.707197538,2.082482191,2.849666055
1971,3325,7.704766857,1.978762735,2.770695809
1972,3325,7.703368791,2.107309632,2.8456557
1973,3325,7.704676718,2.19013533,2.860815526
1974,3325,7.7445265,2.252647238,3.081132948
1975,3325,7.762851227,2.284258281,3.208022007
1976,3325,7.812863721,2.24327905,3.161319564
1977,3325,7.915129087,2.320854127,3.211297604
1978,3325,7.948385285,2.373155699,3.253635103
1979,3325,7.971845134,2.484272702,3.390184139
1980,3325,8.000718307,2.414121583,3.322892014
1981,3325,8.027965967,2.237663051,3.130020006
1982,3325,8.00836557,1.764672619,2.650016256
1983,3325,7.991355448,1.440295431,2.217704303
1984,3325,7.968250246,1.509146851,2.450054065
1985,3325,7.950361431,1.346076442,2.270878792
1986,3325,7.922732303,1.178490897,2.076937147
1987,3325,7.892601453,1.328135447,2.307473127
1988,3325,7.861149099,1.452280944,2.476030486
1989,3325,7.835341971,1.486603048,2.549692573
1990,3325,7.81290417,1.470604927,2.493491505
1991,3325,7.789206088,1.421292342,2.428402285
1992,3325,7.76416861,1.282507422,2.359572766
1993,3325,7.737529057,1.322968414,2.417692074
1994,3325,7.705487675,1.389388979,2.499281214
